Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 3C :,-4.537581,-6.222539,-6.004435,46.18,-69.7,34.09,174.14,270.13,259.43,230.72,-329.22,-235.91,-56.61,-69.7,34.09,174.14,0,243.84,-0.15
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 4C :,-5.068686,-6.168117,-4.30912,50.22,-63.2,176.77,37.09,226.46,257.88,272.18,-49.81,-320.97,-235.08,-63.2,37.09,176.77,0,239.97,-0.16
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 5C :,-2.912925,-6.17422,-4.641574,46.13,-69.84,33.87,174.37,270.83,258.91,231.31,-328.93,-236.74,-56.97,-69.84,33.87,174.37,0,244.21,-0.15
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 6C :,-1.923142,-6.763268,-5.058893,45.48,-65.49,39.44,162.49,270.22,260.72,242.9,-326.43,-230.52,-80.45,-65.49,39.44,162.49,0,227.98,-0.08
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 15C :,-2.801655,-5.083993,-3.833574,163.22,191.15,155.58,142.94,260.55,228.94,213.07,-64.78,-71.32,-76.8,142.94,155.58,191.15,0,48.21,-0.48
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 18C :,-3.597137,-4.499836,-3.684541,4.19,-91.0,9.16,94.42,272.59,255.85,201.22,-348.56,-261.29,-107.23,-91.0,9.16,94.42,0,185.42,0.08
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 20N :,-1.889774,-4.677126,-3.770087,146.22,47.76,243.4,147.51,311.48,327.96,339.39,-280.15,-82.28,-177.72,47.76,147.51,243.4,0,195.64,0.02
nf_cut_3_0_opt_disp_struct_18.xyz,Nucleus 19O :,-4.389798,-7.665092,-5.00398,-107.38,-407.75,-233.16,318.77,428.5,385.0,384.46,-834.92,-619.47,-65.71,-407.75,-233.16,318.77,0,726.52,-0.52
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 7H :,0.966333,0.411993,0.28816,29.14,34.38,28.78,24.26,41.55,27.99,28.43,-8.68,0.8,-2.66,24.26,28.78,34.38,0,10.12,-0.11
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 8H :,-0.515261,0.645699,0.295952,29.06,34.37,28.63,24.19,42.19,27.36,28.35,-9.27,1.23,-2.65,24.19,28.63,34.37,0,10.18,-0.13
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 9H :,-1.115666,1.418057,-0.706058,23.85,28.52,22.29,20.75,45.54,31.95,29.4,-23.26,-3.46,-8.62,20.75,22.29,28.52,0,7.77,-0.6
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 10H :,-2.497705,1.613895,-0.71512,23.83,27.2,23.39,20.91,46.17,30.1,15.25,-22.78,-2.92,5.68,20.91,23.39,27.2,0,6.29,-0.21
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 11H :,-3.291989,1.030616,0.270234,23.96,21.02,23.83,27.04,8.51,44.09,32.01,-20.26,12.51,-4.97,21.02,23.83,27.04,0,6.02,-0.06
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 12H :,-2.705475,0.247332,1.262597,23.82,27.19,23.37,20.89,45.77,30.59,16.1,-22.4,-3.42,4.82,20.89,23.37,27.19,0,6.3,-0.21
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 13H :,-1.323386,0.050639,1.272692,23.84,28.55,22.25,20.71,46.15,31.52,30.08,-23.94,-2.98,-9.33,20.71,22.25,28.55,0,7.84,-0.61
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 14H :,1.497342,1.235147,-0.196276,28.74,34.42,25.67,26.14,42.7,30.88,27.84,-10.43,-3.12,-1.64,25.67,26.14,34.42,0,8.75,-0.89
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 16H :,1.355175,0.297863,1.303343,29.52,34.04,27.11,27.4,37.84,17.07,2.87,-5.22,10.08,25.89,27.11,27.4,34.04,0,6.93,-0.92
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 17H :,-0.498345,1.87096,-1.476437,29.89,33.82,30.01,25.85,44.02,6.73,25.4,-11.11,19.65,4.98,25.85,30.01,33.82,0,7.97,0.05
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 21H :,-2.952317,2.218191,-1.493952,26.98,32.17,26.26,22.5,29.03,55.06,44.09,-0.27,-17.91,-29.08,22.5,26.26,32.17,0,9.67,-0.22
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 22H :,-4.366284,1.191897,0.268462,27.24,34.68,23.23,23.81,32.99,45.62,56.45,-32.35,-14.66,-6.33,23.23,23.81,34.68,0,11.45,-0.9
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 23H :,-3.322881,-0.22012,2.022858,29.63,34.62,27.91,26.35,37.64,14.9,-3.76,-3.8,13.1,30.8,26.35,27.91,34.62,0,8.27,-0.62
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 0C :,-0.868363,-0.568334,2.039886,161.11,188.18,138.57,156.59,255.16,238.88,242.91,-66.82,-104.47,-82.32,138.57,156.59,188.18,0,49.61,-0.27
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 1C :,1.212562,-0.506909,-0.259772,34.57,174.77,-73.87,2.8,236.11,260.71,268.09,-61.38,-334.6,-265.23,-73.87,2.8,174.77,0,248.64,-0.38
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 2C :,-4.344559,-6.780304,-5.132786,45.44,-65.48,40.71,161.09,270.8,259.88,242.69,-325.69,-229.71,-81.65,-65.48,40.71,161.09,0,226.57,-0.06
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 3C :,-4.564608,-6.426951,-6.145803,46.17,-69.7,34.08,174.12,270.08,259.34,230.7,-329.12,-235.88,-56.61,-69.7,34.08,174.12,0,243.82,-0.15
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 4C :,-5.095713,-6.37253,-4.450488,50.2,-63.21,176.75,37.07,226.43,257.85,272.07,-49.8,-320.96,-234.99,-63.21,37.07,176.75,0,239.96,-0.16
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 5C :,-2.939952,-6.378633,-4.782942,46.14,-69.83,33.89,174.35,270.77,258.84,231.29,-328.84,-236.68,-56.98,-69.83,33.89,174.35,0,244.18,-0.15
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 6C :,-1.950169,-6.967681,-5.200262,45.49,-65.47,39.49,162.46,270.17,260.65,242.88,-326.32,-230.44,-80.46,-65.47,39.49,162.46,0,227.93,-0.08
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 15C :,-2.828681,-5.288405,-3.974943,163.21,191.14,155.56,142.94,260.77,228.75,212.51,-64.56,-71.25,-76.57,142.94,155.56,191.14,0,48.2,-0.48
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 18C :,-3.624164,-4.704248,-3.82591,4.19,-91.05,9.18,94.43,272.83,255.71,200.31,-348.47,-261.49,-106.32,-91.05,9.18,94.43,0,185.48,0.08
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 20N :,-1.9168,-4.881539,-3.911456,146.25,47.85,243.35,147.54,311.16,328.1,340.07,-280.16,-82.05,-178.37,47.85,147.54,243.35,0,195.5,0.02
nf_cut_3_0_opt_disp_struct_19.xyz,Nucleus 19O :,-4.416825,-7.869505,-5.145348,-107.47,-407.91,-233.27,318.78,428.66,384.8,383.68,-835.23,-619.37,-64.93,-407.91,-233.27,318.78,0,726.69,-0.52
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 7H :,0.966333,0.411993,0.28816,29.09,34.54,28.59,24.14,42.16,28.02,28.74,-8.89,0.45,-3.21,24.14,28.59,34.54,0,10.4,-0.14
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 8H :,-0.515261,0.645699,0.295952,29.01,34.58,28.42,24.03,42.79,27.54,28.49,-9.44,0.91,-3.25,24.03,28.42,34.58,0,10.55,-0.17
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 9H :,-1.115666,1.418057,-0.706058,23.82,28.15,22.73,20.57,46.5,32.51,29.97,-24.17,-4.39,-8.97,20.57,22.73,28.15,0,7.58,-0.43
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 10H :,-2.497705,1.613895,-0.71512,23.82,26.84,23.52,21.09,47.5,30.14,16.31,-24.12,-3.35,4.98,21.09,23.52,26.84,0,5.75,-0.16
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 11H :,-3.291989,1.030616,0.270234,23.96,21.32,24.0,26.56,10.06,44.77,32.86,-20.94,11.43,-6.3,21.32,24.0,26.56,0,5.24,0.02
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 12H :,-2.705475,0.247332,1.262597,23.73,26.82,23.34,21.02,46.95,30.17,16.35,-23.72,-3.52,4.95,21.02,23.34,26.82,0,5.8,-0.2
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 13H :,-1.323386,0.050639,1.272692,23.73,28.2,22.52,20.46,46.96,31.53,30.38,-24.82,-3.35,-9.53,20.46,22.52,28.2,0,7.74,-0.47
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 14H :,1.497342,1.235147,-0.196276,28.61,33.93,26.38,25.52,42.92,31.47,28.5,-2.55,-3.57,-10.94,25.52,26.38,33.93,0,8.41,-0.8
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 16H :,1.355175,0.297863,1.303343,29.79,34.4,27.02,27.94,38.66,18.71,14.06,-4.91,8.45,14.38,27.02,27.94,34.4,0,7.38,-0.75
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 17H :,-0.498345,1.87096,-1.476437,30.19,25.63,33.43,31.52,41.11,12.75,25.46,-7.98,13.16,6.07,25.63,31.52,33.43,0,7.8,0.51
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 21H :,-2.952317,2.218191,-1.493952,28.09,25.92,20.43,37.91,46.05,31.17,36.36,1.19,-19.86,-10.65,20.43,25.92,37.91,0,17.48,-0.37
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 22H :,-4.366284,1.191897,0.268462,28.59,38.83,25.04,21.89,31.87,50.15,41.52,-3.34,-14.8,-19.63,21.89,25.04,38.83,0,16.94,-0.63
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 23H :,-3.322881,-0.22012,2.022858,29.9,35.36,27.85,26.49,38.61,19.57,9.8,-3.93,8.65,17.01,26.49,27.85,35.36,0,8.87,-0.69
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 0C :,-0.868363,-0.568334,2.039886,161.12,188.02,139.11,156.22,256.33,240.67,243.33,-67.93,-104.57,-84.48,139.11,156.22,188.02,0,48.91,-0.3
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 1C :,1.212562,-0.506909,-0.259772,33.47,175.98,-74.33,-1.24,237.21,261.37,272.07,-61.29,-335.76,-273.17,-74.33,-1.24,175.98,0,250.31,-0.42
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 2C :,-3.885103,-3.305289,-2.729523,45.19,-65.56,38.46,162.67,273.6,260.66,243.41,-327.14,-234.08,-80.87,-65.56,38.46,162.67,0,228.23,-0.09
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 3C :,-4.105152,-2.951937,-3.74254,45.85,-70.29,32.18,175.66,271.79,261.22,231.8,-331.88,-239.23,-56.14,-70.29,32.18,175.66,0,245.95,-0.17
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 4C :,-4.636257,-2.897516,-2.047225,51.26,-61.82,178.15,37.45,227.79,259.42,275.82,-49.73,-321.16,-238.37,-61.82,37.45,178.15,0,239.97,-0.17
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 5C :,-2.480495,-2.903619,-2.379679,44.49,-72.11,29.72,175.87,271.6,259.78,231.88,-332.46,-241.24,-56.1,-72.11,29.72,175.87,0,247.98,-0.18
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 6C :,-1.490713,-3.492666,-2.796998,43.54,-67.93,34.53,164.01,271.52,260.43,243.78,-329.1,-236.23,-79.79,-67.93,34.53,164.01,0,231.94,-0.12
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 15C :,-2.369225,-1.813391,-1.571679,163.68,191.56,156.62,142.87,257.57,231.94,222.73,-64.17,-74.72,-82.3,142.87,156.62,191.56,0,48.69,-0.43
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 18C :,-3.164707,-1.229234,-1.422647,4.44,-87.56,6.51,94.38,268.81,259.3,217.17,-348.52,-260.4,-123.03,-87.56,6.51,94.38,0,181.94,0.03
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 20N :,-1.457344,-1.406525,-1.508192,144.23,37.63,244.79,150.26,311.44,325.25,335.02,-287.41,-87.68,-163.95,37.63,150.26,244.79,0,207.16,0.09
nf_cut_3_0_opt_disp_struct_2.xyz,Nucleus 19O :,-3.957368,-4.394491,-2.742085,-98.79,-391.47,-223.05,318.16,425.97,389.89,398.44,-816.21,-614.17,-80.27,-391.47,-223.05,318.16,0,709.63,-0.53
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 7H :,0.966333,0.411993,0.28816,29.09,34.5,28.61,24.16,42.1,28.1,28.75,-8.87,0.43,-3.23,24.16,28.61,34.5,0,10.34,-0.14
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 8H :,-0.515261,0.645699,0.295952,29.01,34.54,28.44,24.06,42.69,27.59,28.56,-9.39,0.88,-3.3,24.06,28.44,34.54,0,10.48,-0.16
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 9H :,-1.115666,1.418057,-0.706058,23.82,28.18,22.64,20.65,46.5,32.43,29.94,-24.2,-4.3,-8.9,20.65,22.64,28.18,0,7.53,-0.47
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 10H :,-2.497705,1.613895,-0.71512,23.82,26.88,23.47,21.1,47.46,30.1,16.15,-24.09,-3.28,5.11,21.1,23.47,26.88,0,5.78,-0.18
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 11H :,-3.291989,1.030616,0.270234,23.94,21.26,23.94,26.62,9.75,44.72,32.8,-20.9,11.64,-6.18,21.26,23.94,26.62,0,5.36,0.0
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 12H :,-2.705475,0.247332,1.262597,23.75,26.86,23.33,21.07,46.91,30.27,16.42,-23.66,-3.56,4.87,21.07,23.33,26.86,0,5.79,-0.22
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 13H :,-1.323386,0.050639,1.272692,23.75,28.23,22.47,20.55,47.01,31.6,30.41,-24.88,-3.38,-9.5,20.55,22.47,28.23,0,7.68,-0.5
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 14H :,1.497342,1.235147,-0.196276,28.65,33.99,26.38,25.57,42.99,31.41,28.61,-2.58,-3.59,-10.92,25.57,26.38,33.99,0,8.42,-0.81
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 16H :,1.355175,0.297863,1.303343,29.75,34.36,27.02,27.88,38.54,18.61,13.33,-4.89,8.52,15.15,27.02,27.88,34.36,0,7.34,-0.76
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 17H :,-0.498345,1.87096,-1.476437,30.15,25.64,33.49,31.33,41.24,12.34,25.44,-8.11,13.6,5.94,25.64,31.33,33.49,0,7.85,0.45
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 21H :,-2.952317,2.218191,-1.493952,28.04,26.29,21.09,36.73,46.8,31.39,35.94,0.86,-20.19,-10.7,21.09,26.29,36.73,0,15.64,-0.34
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 22H :,-4.366284,1.191897,0.268462,28.45,37.91,25.05,22.39,32.21,49.44,42.6,-4.26,-14.39,-20.25,22.39,25.05,37.91,0,15.52,-0.66
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 23H :,-3.322881,-0.22012,2.022858,29.87,35.27,27.86,26.49,38.49,19.27,8.93,-3.91,8.92,17.92,26.49,27.86,35.27,0,8.78,-0.69
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 0C :,-0.868363,-0.568334,2.039886,161.06,188.0,139.03,156.15,256.17,240.53,243.32,-67.86,-104.56,-84.41,139.03,156.15,188.0,0,48.97,-0.3
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 1C :,1.212562,-0.506909,-0.259772,33.67,175.78,-74.32,-0.46,237.15,261.22,271.64,-61.44,-335.59,-271.98,-74.32,-0.46,175.78,0,250.1,-0.41
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 2C :,-3.91213,-3.509702,-2.870891,45.38,-65.43,39.18,162.39,273.16,260.64,243.27,-326.97,-232.99,-80.96,-65.43,39.18,162.39,0,227.82,-0.08
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 3C :,-4.132178,-3.156349,-3.883908,46.17,-69.93,33.04,175.4,271.47,261.06,231.52,-331.35,-238.07,-56.11,-69.93,33.04,175.4,0,245.33,-0.16
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 4C :,-4.663284,-3.101928,-2.188593,51.16,-62.14,177.96,37.67,227.74,259.21,275.31,-49.81,-321.32,-237.64,-62.14,37.67,177.96,0,240.1,-0.17
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 5C :,-2.507522,-3.108031,-2.521047,45.08,-71.34,30.98,175.59,271.59,259.75,231.7,-331.65,-239.97,-56.19,-71.34,30.98,175.59,0,246.93,-0.17
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 6C :,-1.51774,-3.697079,-2.938367,44.1,-67.21,35.76,163.76,271.36,260.69,243.5,-328.64,-234.85,-79.75,-67.21,35.76,163.76,0,230.97,-0.11
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 15C :,-2.396252,-2.017804,-1.713048,163.72,191.6,156.58,142.99,257.73,231.7,221.99,-64.23,-74.36,-81.67,142.99,156.58,191.6,0,48.61,-0.44
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 18C :,-3.191734,-1.433646,-1.564015,4.37,-88.24,7.04,94.3,269.12,259.04,216.0,-348.93,-260.17,-121.96,-88.24,7.04,94.3,0,182.54,0.04
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 20N :,-1.484371,-1.610937,-1.649561,144.73,40.82,244.95,148.43,311.61,325.04,334.72,-284.11,-86.8,-166.26,40.82,148.43,244.95,0,204.13,0.05
nf_cut_3_0_opt_disp_struct_3.xyz,Nucleus 19O :,-3.984395,-4.598903,-2.883453,-101.25,-396.12,-225.68,318.06,426.17,389.38,397.06,-821.08,-616.28,-78.99,-396.12,-225.68,318.06,0,714.18,-0.52
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 7H :,0.966333,0.411993,0.28816,29.1,34.48,28.64,24.19,42.04,28.14,28.74,-8.84,0.44,-3.2,24.19,28.64,34.48,0,10.29,-0.13
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 8H :,-0.515261,0.645699,0.295952,29.02,34.51,28.47,24.08,42.6,27.6,28.59,-9.34,0.89,-3.29,24.08,28.47,34.51,0,10.43,-0.16
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 9H :,-1.115666,1.418057,-0.706058,23.82,28.22,22.57,20.68,46.48,32.38,29.89,-24.18,-4.22,-8.87,20.68,22.57,28.22,0,7.54,-0.5
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 10H :,-2.497705,1.613895,-0.71512,23.83,26.92,23.44,21.13,47.41,30.11,16.04,-24.04,-3.24,5.22,21.13,23.44,26.92,0,5.79,-0.2
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 11H :,-3.291989,1.030616,0.270234,23.97,21.31,23.91,26.68,9.51,44.65,32.77,-20.83,11.89,-6.09,21.31,23.91,26.68,0,5.37,-0.03
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 12H :,-2.705475,0.247332,1.262597,23.77,26.9,23.33,21.07,46.87,30.38,16.45,-23.59,-3.6,4.8,21.07,23.33,26.9,0,5.83,-0.23
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 13H :,-1.323386,0.050639,1.272692,23.75,28.26,22.42,20.58,47.03,31.64,30.41,-24.91,-3.39,-9.52,20.58,22.42,28.26,0,7.68,-0.52
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 14H :,1.497342,1.235147,-0.196276,28.66,34.04,26.31,25.63,43.0,31.34,28.66,-2.56,-3.58,-10.87,25.63,26.31,34.04,0,8.41,-0.84
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 16H :,1.355175,0.297863,1.303343,29.71,34.29,27.03,27.81,38.42,18.54,12.63,-4.87,8.58,15.83,27.03,27.81,34.29,0,7.26,-0.79
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 17H :,-0.498345,1.87096,-1.476437,30.11,25.65,33.52,31.15,41.38,11.99,25.44,-8.26,13.98,5.79,25.65,31.15,33.52,0,7.87,0.4
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 21H :,-2.952317,2.218191,-1.493952,27.91,26.47,21.48,35.79,47.51,31.4,35.91,0.55,-20.62,-11.01,21.48,26.47,35.79,0,14.31,-0.3
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 22H :,-4.366284,1.191897,0.268462,28.29,37.21,24.91,22.75,32.35,48.87,43.53,-4.88,-14.12,-20.88,22.75,24.91,37.21,0,14.46,-0.7
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 23H :,-3.322881,-0.22012,2.022858,29.82,35.17,27.84,26.45,38.38,19.0,8.11,-3.9,9.16,18.72,26.45,27.84,35.17,0,8.72,-0.68
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 0C :,-0.868363,-0.568334,2.039886,161.12,188.08,139.02,156.25,255.99,240.31,243.23,-67.65,-104.44,-84.1,139.02,156.25,188.08,0,49.06,-0.3
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 1C :,1.212562,-0.506909,-0.259772,33.84,175.62,-74.25,0.15,237.04,261.0,271.19,-61.48,-335.29,-270.94,-74.25,0.15,175.62,0,249.87,-0.4
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 2C :,-3.939157,-3.714115,-3.012259,45.52,-65.33,39.69,162.2,272.8,260.62,243.15,-326.81,-232.18,-81.01,-65.33,39.69,162.2,0,227.53,-0.08
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 3C :,-4.159205,-3.360762,-4.025277,46.36,-69.7,33.58,175.2,271.26,260.95,231.36,-330.99,-237.33,-56.17,-69.7,33.58,175.2,0,244.9,-0.16
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 4C :,-4.690311,-3.306341,-2.329962,51.07,-62.29,177.7,37.81,227.68,258.89,274.89,-49.99,-321.19,-237.07,-62.29,37.81,177.7,0,239.99,-0.17
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 5C :,-2.534549,-3.312444,-2.662416,45.46,-70.87,31.81,175.43,271.63,259.75,231.66,-331.16,-239.21,-56.29,-70.87,31.81,175.43,0,246.3,-0.17
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 6C :,-1.544766,-3.901491,-3.079735,44.49,-66.76,36.65,163.59,271.21,260.98,243.38,-328.42,-233.88,-79.79,-66.76,36.65,163.59,0,230.35,-0.1
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 15C :,-2.423279,-2.222216,-1.854416,163.52,191.46,156.28,142.83,257.88,231.51,221.32,-64.46,-74.3,-81.37,142.83,156.28,191.46,0,48.63,-0.45
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 18C :,-3.218761,-1.638059,-1.705383,4.36,-88.73,7.51,94.3,269.37,258.71,214.79,-349.12,-259.92,-120.75,-88.73,7.51,94.3,0,183.03,0.05
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 20N :,-1.511398,-1.81535,-1.790929,145.12,42.76,245.0,147.6,311.97,325.24,334.61,-282.42,-86.14,-167.91,42.76,147.6,245.0,0,202.24,0.04
nf_cut_3_0_opt_disp_struct_4.xyz,Nucleus 19O :,-4.011422,-4.803316,-3.024822,-102.43,-398.32,-227.23,318.25,426.37,388.91,395.77,-823.46,-617.36,-77.52,-398.32,-227.23,318.25,0,716.57,-0.52
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 7H :,0.966333,0.411993,0.28816,29.11,34.46,28.66,24.21,41.98,28.17,28.72,-8.82,0.45,-3.17,24.21,28.66,34.46,0,10.25,-0.13
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 8H :,-0.515261,0.645699,0.295952,29.03,34.49,28.49,24.1,42.53,27.61,28.61,-9.31,0.9,-3.26,24.1,28.49,34.49,0,10.39,-0.16
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 9H :,-1.115666,1.418057,-0.706058,23.83,28.27,22.5,20.72,46.44,32.34,29.84,-24.16,-4.14,-8.83,20.72,22.5,28.27,0,7.55,-0.53
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 10H :,-2.497705,1.613895,-0.71512,23.83,26.96,23.41,21.13,47.36,30.12,15.93,-24.0,-3.21,5.31,21.13,23.41,26.96,0,5.83,-0.22
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 11H :,-3.291989,1.030616,0.270234,23.97,21.3,23.87,26.74,9.31,44.58,32.74,-20.77,12.05,-6.0,21.3,23.87,26.74,0,5.44,-0.06
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 12H :,-2.705475,0.247332,1.262597,23.78,26.94,23.31,21.08,46.81,30.47,16.46,-23.53,-3.63,4.75,21.08,23.31,26.94,0,5.86,-0.24
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 13H :,-1.323386,0.050639,1.272692,23.77,28.3,22.38,20.63,47.03,31.66,30.41,-24.91,-3.38,-9.51,20.63,22.38,28.3,0,7.67,-0.54
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 14H :,1.497342,1.235147,-0.196276,28.68,34.09,26.26,25.68,43.0,31.27,28.68,-2.54,-3.56,-10.81,25.68,26.26,34.09,0,8.41,-0.86
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 16H :,1.355175,0.297863,1.303343,29.68,34.25,27.04,27.76,38.32,18.48,11.96,-4.86,8.63,16.52,27.04,27.76,34.25,0,7.21,-0.8
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 17H :,-0.498345,1.87096,-1.476437,30.08,25.68,33.57,31.0,41.54,11.65,25.45,-8.42,14.36,5.66,25.68,31.0,33.57,0,7.89,0.35
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 21H :,-2.952317,2.218191,-1.493952,27.78,21.72,26.55,35.06,48.17,31.25,36.2,0.3,-21.14,-11.46,21.72,26.55,35.06,0,13.34,-0.28
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 22H :,-4.366284,1.191897,0.268462,28.12,36.68,24.71,22.96,32.41,48.46,44.36,-5.31,-13.94,-21.62,22.96,24.71,36.68,0,13.72,-0.75
nf_cut_3_0_opt_disp_struct_5.xyz,Nucleus 23H :,-3.322881,-0.22012,2.022858,29.79,35.1,27.85,26.43,38.28,18.73,7.29,-3.88,9.4,19.55,26.43,27.85,35.1,0,8.67,-0.67
